날짜,가산동,구로3동,논현2동,대치4동,문정2동,방배1동,삼성1동,삼성2동,상암동,서교동,서초2동,서초3동,성수동,송파2동,신당동,압구정동,양평2동,여의동,염리동,용강동,중림동,청담동,효창동
2022-12-14,4.91096091,3.44702,4.08555,6.25551,3.38991,2.3257,26.486,3.32243,3.95057,30.74286537,4.78637,31.40736,35.03088,0.97077,2.01422,19.7373156,4.79156,37.93281722,4.25686,2.00903,0.66448,6.07382,0.48798
2022-12-15,4.703316285,3.62352,4.09074,5.84021,3.36396,2.64756,26.9065,3.4574,3.74292,30.90899473,4.84867,31.45408,35.65384,0.92924,2.0869,19.89305338,4.96288,37.29948231,4.04921,1.96231,0.68006,5.58064,0.42568
2022-12-16,5.502769074,4.43856,4.54757,6.40606,4.01287,2.64756,31.61501,3.62871,3.94019,38.23391073,6.57737,39.03857,43.0774,0.98115,2.68909,23.42313096,5.47682,40.97491591,4.68255,2.27898,0.56585,6.33338,0.5347
2022-12-17,5.186101298,4.33473,4.8902,5.79868,3.47817,2.59045,40.11317,3.77926,4.16342,52.67092639,7.70388,39.62518,55.73898,1.3705,3.3951,28.43793607,5.6066,47.95721878,4.75523,2.35684,0.70601,7.43394,0.8306
2022-12-18,4.692924802,3.17707,3.24456,4.29839,2.78253,2.17515,35.35794,2.34646,3.50931,41.5459631,6.16726,29.62674,46.96049,1.2511,2.62679,21.61656709,5.08747,46.80474189,4.19456,2.15438,0.48798,6.01152,0.62295
2022-12-19,4.516429602,3.91423,3.89347,6.04786,3.45221,2.6216,29.69942,3.00576,3.82598,34.54289847,4.15823,32.94917,41.73285,1.01749,1.89482,21.3206576,4.86424,42.75553434,4.96807,2.00903,0.55546,6.09458,0.51393
2022-12-20,4.957685221,4.3503,4.31916,6.66562,3.91943,2.72024,32.94917,3.24456,4.17899,36.6194175,5.95442,34.75055,44.79572,0.8306,1.99345,21.87613269,5.0667,41.27600895,4.4697,2.10247,0.7112,6.20879,0.4724
2022-12-21,5.025168699,3.96096,4.01806,6.29704,3.61833,2.35165,37.90167,3.80003,3.44183,36.51040774,5.98037,32.00436,42.91647,0.93443,1.89482,21.13377322,4.73446,39.48502369,4.84348,2.28417,0.56585,6.11535,0.46721
2022-12-22,5.289929334,4.02325,4.18418,6.98229,3.57161,2.60603,49.19275,3.47817,3.76888,38.87244794,6.23475,34.26776,47.04874,0.98634,2.18553,22.4938981,5.23282,42.37657311,4.55276,1.99865,0.77869,6.40087,0.45683
2022-12-23,5.004409198,4.26724,4.15303,6.06343,4.06478,2.70466,54.78897,3.24456,3.65467,40.62709326,6.85251,33.57732,49.32772,1.10055,2.07651,23.31931173,4.99403,41.81070953,4.5891,2.39838,0.56066,6.79021,0.55027
2022-12-24,4.879811529,4.25686,3.54046,4.75523,3.47297,2.46586,56.99008,2.81887,3.6962,49.67035096,7.20552,28.77537,59.96469,1.55219,2.87597,28.6663484,5.52873,47.54710803,4.56315,2.58007,0.47759,6.99268,0.48798
2022-12-25,4.859052656,4.18937,3.0992,4.51123,2.87597,2.28417,48.89684,2.22706,3.60276,48.53864131,6.63967,26.86497,60.90951,1.29263,2.75138,25.35430431,5.3055,49.02143739,3.90385,2.15958,0.49317,7.04978,0.73716
2022-12-26,4.926536694,4.2932,3.68063,5.77272,3.20822,2.51778,26.46005,3.15111,4.2309,41.47847917,4.66697,37.14893,52.57748,1.05902,2.15958,23.28816941,4.77599,41.87821735,4.532,2.2063,0.5918,5.63775,0.50874
2022-12-27,5.061513976,4.5891,4.24648,6.43721,3.61314,2.98499,24.87151,3.60276,4.12189,40.63229667,6.04786,38.23391,52.03239,1.05902,2.24264,23.23624678,4.73446,36.62980069,4.22052,2.41914,0.72159,6.03748,0.60219
2022-12-28,4.744845147,4.24129,3.92981,5.98037,3.76369,2.75657,23.73981,3.70658,4.03883,40.88148031,6.11535,37.02434,48.18564,1.02268,2.21668,22.72750703,4.81233,34.3663944,4.34511,2.28936,0.75792,5.75195,0.64372
2022-12-29,5.019985253,4.42298,3.9921,6.03228,4.00249,2.94346,27.10377,3.49374,4.2932,41.19295745,6.07901,34.24181,51.39386,1.00711,2.16477,22.98707407,4.79156,33.93552149,4.2932,2.13362,0.49836,5.85578,0.45683
2022-12-30,5.014789564,4.94211,3.48855,5.726,3.62871,2.47624,30.38467,3.01614,4.28282,42.03914467,6.69158,33.44235,48.54384,1.2511,2.70985,23.36602931,4.64102,31.02839852,4.44894,2.07132,0.58661,5.84021,0.54508
2022-12-31,3.763688887,4.13227,2.31531,3.76369,3.01614,2.22706,27.73192,2.14919,3.88309,40.60113634,6.12054,26.2472,45.18506,1.00711,2.52297,21.00918156,4.3503,26.09664836,3.69101,1.85848,0.38934,5.13938,0.5918
2023-01-01,3.696195125,3.41068,1.7287,3.46259,2.23225,1.79099,19.86191,1.62487,2.88636,34.68825952,4.21014,23.24144,44.22987,0.82022,2.01941,15.91652327,3.6962,16.24357125,3.32243,1.68198,0.4724,4.48528,0.49836
2023-01-02,4.075163836,3.71177,3.18226,4.72408,3.06286,2.23745,18.26299,2.79291,3.3951,36.94647649,3.76369,32.95955,39.5577,0.81503,1.76504,18.92747677,4.01287,24.23298178,3.97653,1.8481,0.49317,4.6514,0.59699
2023-01-03,3.981725771,4.01287,3.53527,5.41452,2.93827,2.20111,18.2526,2.95384,3.46778,37.73035977,4.86424,34.50137,42.24679,0.97596,1.73389,19.79961671,4.10112,22.55100153,4.01806,1.91558,0.66448,5.03036,0.47759
2023-01-04,4.641016724,4.14784,3.68063,6.12054,3.2186,2.2634,20.6406,3.42106,3.73254,37.58499878,5.22763,35.36832,43.80937,1.00192,1.96231,20.30835342,4.2361,23.02340443,4.38145,1.63525,0.52951,5.07189,0.45164
2023-01-05,4.801948661,4.24648,3.95577,6.2607,3.19264,2.55931,22.00072,3.35357,3.57161,40.82955802,4.90058,36.78035,45.52769,0.8929,2.21668,21.37776185,4.27763,24.30046926,4.37107,2.05056,0.66967,4.54238,0.55027
2023-01-06,4.646212622,4.48528,4.34511,6.4424,3.91423,2.33608,25.60348,3.47297,3.83117,44.96703654,5.65851,40.87629,49.01105,1.0694,2.42952,24.24336822,5.26397,25.53080143,4.4749,2.2063,0.69044,5.57545,0.58142
2023-01-07,4.106312068,4.13746,4.51123,6.25551,3.68582,2.45029,34.247,3.50931,3.77407,57.83625642,8.16072,43.17084,62.18657,1.28744,2.81887,29.21662424,5.06151,31.56308663,4.40222,2.08171,0.49836,6.53584,0.72678
2023-01-08,4.464509666,3.78964,3.22379,4.66178,2.9798,2.3257,26.15895,2.36723,3.02133,46.67495977,6.52546,33.33333,54.69033,1.23552,2.51778,22.3693074,4.50085,27.48272902,4.21014,1.90001,0.48279,5.71562,0.67486
2023-01-09,4.339922362,3.74811,3.53008,6.21398,2.98499,2.53854,17.2403,3.03691,3.73773,37.80302952,4.30358,35.99127,43.53942,0.86175,2.07651,20.26163781,4.08036,23.36602405,3.9973,1.86886,0.51912,5.25359,0.51912
2023-01-10,4.615062846,4.51643,4.19976,7.02901,3.41587,2.33089,19.03649,3.72735,3.94538,39.19430993,5.66889,37.37735,45.17468,0.84099,2.27378,20.91573775,4.81752,24.21740172,3.86751,1.88963,0.70601,5.51835,0.51912
2023-01-11,4.68254591,4.36069,3.88309,6.66043,3.5197,2.54373,19.46218,3.68063,4.14265,40.38830496,5.53392,38.26506,45.67305,0.79946,2.13362,22.31738961,4.84348,25.15702769,4.32435,1.81176,0.52951,5.05113,0.39453
2023-01-12,4.905776907,4.50085,4.04402,6.23475,3.43144,2.70985,21.87094,3.92981,3.96096,40.60633847,6.69677,39.01261,46.55557,1.1317,2.34646,21.9332366,4.56834,25.11031337,4.54757,2.24264,0.62814,5.71562,0.59699
2023-01-13,4.557958798,4.77599,4.18418,6.33338,3.56642,2.36723,25.80075,3.72735,3.84156,43.57575974,6.57218,41.44733,43.59653,0.91885,2.84483,23.67231662,4.90058,25.62424806,4.4749,2.05575,0.57623,5.47682,0.51912
2023-01-14,4.703316277,4.33473,4.93173,5.77272,3.67024,2.76177,30.29123,4.03883,4.03883,59.10293817,9.20417,42.64652,62.53958,1.51585,3.26532,30.13548414,5.15496,30.88304051,4.84348,2.2063,0.65929,5.96999,0.69044
2023-01-15,3.841551887,3.48336,3.4003,4.67216,2.75138,2.25821,22.91958,2.83444,2.92789,47.03316901,7.58448,31.83823,51.23293,1.24591,2.9227,22.39526163,4.63583,25.99282355,4.04402,1.92597,0.2959,4.80714,0.63852
2023-01-16,4.002485144,3.58718,3.57161,5.69485,2.92789,2.19072,17.56216,2.99537,3.44183,39.92628791,4.16342,34.59481,42.07029,0.86694,2.03498,19.47256035,4.2932,21.1856977,4.12708,1.76504,0.57104,4.57872,0.43087
2023-01-17,4.386646697,3.90904,4.16861,6.15168,3.20822,2.61122,17.2403,3.77407,3.8727,35.69536104,5.89212,34.5429,39.02299,0.88252,1.82214,18.8080655,4.24648,21.82420982,4.32435,1.80657,0.66448,4.31916,0.45164
2023-01-18,4.28800301,4.01287,3.6339,5.71042,3.11477,2.40357,17.60369,3.64948,3.41068,36.08990884,5.65851,34.60001,37.77708,0.97596,2.10766,18.26817991,3.98172,20.62502178,3.94019,1.94154,0.48279,4.3503,0.46202
2023-01-19,4.288002459,3.73773,3.43664,5.58583,3.2757,2.34646,15.59466,3.08363,3.60795,33.62922288,5.9648,33.13087,37.54866,1.05902,1.94673,17.26625204,3.78445,18.76653682,3.8156,1.74427,0.47759,4.06997,0.48279
2023-01-20,3.831172171,4.16342,2.99018,4.41779,3.04729,2.28417,16.02034,2.60603,3.46778,35.66421196,6.39048,31.36583,36.06395,1.0123,2.00384,18.28375236,3.8779,18.88074438,3.6962,1.9675,0.49317,4.02844,0.33743
2023-01-21,2.382795865,2.4451,1.38607,2.58526,2.45548,1.46913,15.5687,1.32897,2.12843,32.79342667,5.70523,20.80672,36.391,0.70082,1.57815,15.20530963,2.91751,14.09437193,2.84483,1.69236,0.22841,3.29647,0.34262
2023-01-22,2.34646236,2.77734,1.28225,2.25302,1.93635,1.35492,16.02554,0.86175,2.21149,33.4060054,4.07517,17.4791,36.17816,0.85137,2.20111,12.14763623,3.26532,15.29874709,2.64237,1.46394,0.18169,3.20303,0.34262
2023-01-23,4.090737441,3.67024,1.39645,3.18745,2.85002,1.71312,21.5335,1.3705,3.06805,46.27523483,5.93884,25.58791,46.50365,0.84618,2.3257,16.77307876,4.63063,29.63712237,3.59237,1.99345,0.31666,4.2361,0.62814
2023-01-24,3.426251291,2.69947,1.85329,3.67543,2.29455,2.01941,22.59772,1.65602,2.63198,38.68556385,6.6812,26.22644,35.30083,0.88252,1.84291,14.94574866,3.25494,25.01167368,2.88636,1.46394,0.37377,4.16342,0.43087
2023-01-25,3.244559689,3.14592,3.54046,5.38337,2.9798,2.02979,18.34605,2.80849,3.32762,36.61421965,5.90769,33.29699,34.17432,0.87732,1.83771,16.61734106,3.60795,22.44716914,3.80522,2.04537,0.55546,4.18418,0.32186
2023-01-26,4.329544584,3.44702,3.71177,5.9025,3.17188,2.36204,19.89825,3.54046,3.29128,41.2812147,6.68639,37.26314,38.44676,0.92924,1.92078,19.80999865,4.09074,24.1499226,3.84675,2.06094,0.56066,4.91096,0.50874
2023-01-27,4.708500539,4.62544,4.22052,6.23475,3.41587,2.8033,23.16876,3.58199,3.73254,45.9637689,8.19706,43.0774,44.35446,1.00192,2.20111,23.40757101,5.01479,26.22125519,4.62025,2.32051,0.62814,5.78829,0.5918
2023-01-28,4.641016962,3.74811,4.67736,5.76234,3.78445,2.52816,30.34314,3.49374,3.6962,60.06333407,9.81155,44.59326,60.47344,1.40684,3.2809,26.75076183,5.25878,32.36255487,4.67216,2.19072,0.52951,6.68639,0.81503
2023-01-29,4.204945129,3.34838,3.44702,4.42817,2.88117,2.13881,22.35373,2.52816,2.94346,49.54056622,9.03805,33.21912,52.84223,1.23033,2.72024,21.28950899,4.79676,28.22509151,4.33992,2.06094,0.63852,5.08228,0.6541
2023-01-30,3.784448539,3.36915,4.44375,5.66889,2.90193,1.80138,19.29605,3.29647,3.64948,40.47136398,5.4249,35.30083,43.68997,0.84099,1.92597,19.22856658,4.4697,22.96630223,4.03363,2.04537,0.65929,4.93692,0.56585
2023-01-31,4.50085499,3.77926,4.24129,6.17764,3.43664,2.38799,20.45371,3.49893,3.9921,38.71151159,7.95307,34.94263,40.30005,0.94481,1.85848,19.58676292,4.532,22.8313229,4.37626,1.99345,0.60219,4.97845,0.57104
2023-02-01,4.397026711,3.76369,3.9921,6.1413,3.65467,2.19591,27.64886,3.35357,3.94538,38.97107594,7.17437,37.19046,41.31755,0.99672,1.95192,19.38949715,5.12381,23.1116577,4.32435,1.67678,0.5918,5.05632,0.5347
2023-02-02,4.547567312,3.92462,4.59949,6.17245,3.55604,2.35165,28.40159,3.73773,3.80522,38.45713744,7.09131,36.31313,42.06509,0.93962,2.00903,20.43813337,4.66178,23.28816189,4.46451,2.04537,0.68006,5.21206,0.54508
2023-02-03,4.87462785,4.73446,4.36069,6.24513,4.15303,2.58007,27.64886,3.88828,4.12189,46.42579299,8.34241,41.77957,47.77033,1.25629,2.45029,23.82287152,5.03036,25.49966351,4.42817,2.25302,0.5918,5.29512,0.7735
2023-02-04,4.713695645,4.02325,5.129,6.00633,3.86751,2.81887,24.81441,3.74292,3.8156,61.83356428,10.47085,44.2091,70.8197,1.37569,3.23937,30.56637195,5.03036,31.74479297,5.17053,2.42952,0.68006,6.92,1.05902
2023-02-05,3.986909998,3.23937,3.01614,4.13227,2.94346,2.65794,19.64387,2.55931,2.9798,48.18564671,8.99652,31.83304,56.05565,1.09017,2.90712,20.68212953,4.80714,28.17837192,4.21533,2.28417,0.50874,5.40414,0.78388
2023-02-06,4.500854058,3.68582,3.86751,6.24513,3.31724,2.25821,18.09167,3.26532,3.53008,40.80359634,5.10304,35.30602,41.90935,0.99153,1.86886,18.44986713,4.40741,23.55290863,4.50604,1.90001,0.67486,4.83829,0.54508
2023-02-07,4.480085005,4.02325,4.13746,6.52027,3.30166,2.6839,19.46218,3.53527,3.77926,39.77054352,7.60525,35.36313,41.44214,0.86175,2.04018,19.52447644,4.73446,24.07205614,4.57353,2.00384,0.74235,5.19129,0.56585
2023-02-08,4.859051784,4.04921,3.94538,6.52027,3.35877,3.0992,21.61657,3.37953,4.10112,37.9328111,7.8752,35.47214,40.26371,0.97077,2.07651,19.50370182,4.54757,23.18433284,4.45413,2.02979,0.7112,4.68255,0.48798
2023-02-09,4.807132629,4.28801,3.8779,6.70196,3.69101,2.43991,24.33681,3.76369,3.91943,39.00742106,6.76945,35.59673,39.78092,0.87732,1.94673,19.64386652,4.6514,24.34718246,4.6514,2.0246,0.7735,4.83829,0.61776
2023-02-10,4.968064851,4.90577,4.4697,6.42163,4.10631,2.89674,28.7546,4.0544,4.27763,45.27850698,9.11592,40.93858,46.37387,1.00192,2.36723,23.01822134,5.11342,24.88708333,4.56834,2.04018,0.60219,5.07709,0.65929
2023-02-11,4.625442069,4.14265,4.48009,6.21917,4.2309,2.66313,37.1697,3.74292,3.88828,62.76799321,10.79271,43.95992,66.72896,1.51066,3.37434,28.5106112,5.58064,33.03223659,4.7708,2.35165,0.55027,6.83174,0.84618
2023-02-12,4.163416658,3.52489,3.53008,4.89539,3.06805,2.32051,30.37429,3.24975,3.36915,49.55095166,7.23667,32.41447,57.18216,1.28744,2.47624,21.175304,4.86943,29.42947025,4.45413,1.89482,0.64891,4.86943,0.74235
2023-02-13,4.677350097,3.86751,4.08555,5.95442,3.55604,2.58007,20.17338,3.08363,3.84675,42.26235916,5.31069,35.37351,43.00472,0.90328,1.99345,20.08513302,4.57353,26.06550251,4.04921,1.94154,0.74235,4.61506,0.42568
2023-02-14,5.066697623,4.532,4.13227,6.39568,3.82598,2.59045,20.93651,3.55604,4.26205,44.30773084,7.58448,35.85111,41.85744,0.91885,1.92597,19.58676349,5.1861,26.52753009,4.39703,2.06094,0.87213,5.0096,0.48798
2023-02-15,4.962881102,3.74811,3.9921,6.45278,3.68063,2.70985,23.58926,3.34838,3.84675,39.94185491,7.6364,35.78362,41.68613,0.91366,2.18553,19.63868403,4.84867,23.41794865,4.24129,2.18034,0.73197,4.73965,0.55027
2023-02-16,4.703316851,4.01287,4.48009,6.45797,3.54565,2.75657,30.4262,3.66505,4.08036,41.39542052,7.13284,36.25603,43.16565,0.79426,2.18553,19.44140925,4.43856,23.84363227,4.71889,2.00384,0.65929,5.45605,0.56585
2023-02-17,4.833098243,4.36069,4.37626,6.3801,4.18418,2.80849,31.17894,3.58718,4.34511,46.56594878,7.91673,40.61153,52.25042,0.95,2.54373,22.33815832,5.37299,26.98955429,5.08228,2.25302,0.66448,5.726,0.58142
2023-02-18,4.350302173,3.89347,4.28282,5.82463,3.56123,2.50739,41.07356,3.42106,3.53008,60.91470215,9.58313,41.12028,63.99833,1.27705,3.24975,27.53983338,5.41452,31.23603967,4.68774,2.26859,0.78388,6.62928,0.81503
2023-02-19,3.924621541,3.15631,3.08363,4.6514,3.30685,2.33608,29.72538,2.28936,2.78772,49.54056532,8.21782,31.71364,56.04526,1.21476,2.67871,20.70289587,5.02517,27.98110102,3.94019,1.91558,0.50874,5.27436,0.72159
2023-02-20,4.448935312,3.38472,3.43144,5.89212,3.36396,2.05056,19.03649,2.8033,3.58718,39.13201025,4.60468,34.20547,42.8957,0.8306,2.13362,18.28893979,4.52162,22.62887451,4.02844,1.81176,0.72159,4.31396,0.55027
2023-02-21,4.801949201,3.83637,3.90385,6.36972,3.43144,2.52297,20.95727,3.47297,4.02844,40.66344667,7.04459,35.197,44.2714,0.97596,2.23745,19.07283049,4.36588,23.33489132,4.61506,1.97269,0.76312,4.72408,0.49317
2023-02-22,4.744844892,3.84156,4.18418,5.88693,3.43664,2.66313,23.67751,3.56123,4.0544,39.88993182,6.82136,34.74017,45.01894,0.73197,2.28417,19.7632694,4.44375,23.49062538,4.22571,2.34127,0.86175,4.98883,0.66967
2023-02-23,4.750028791,4.09593,4.09593,6.41125,3.43664,2.90193,24.89747,3.69101,3.94538,40.31562403,7.17956,35.76805,44.04298,0.95,2.20111,18.80806816,4.78637,24.34718224,4.08036,2.07132,0.8929,4.87463,0.74754
2023-02-24,4.838282069,4.40222,4.85386,6.75907,3.92462,2.72543,28.55214,3.56123,3.91423,45.22139965,7.39241,39.21507,46.97087,0.95519,2.45548,20.56791734,5.31069,26.51195325,4.37107,2.59564,0.82022,5.77272,0.72678
2023-02-25,4.599488043,3.85713,5.01479,6.38529,3.72735,2.88636,36.88937,3.34319,4.68255,57.75320576,9.59871,42.08067,61.80761,1.38607,3.33281,26.64173852,5.66889,32.92840939,4.92654,2.8604,0.72678,6.55141,0.83579
2023-02-26,4.2049457,3.54565,3.5768,4.41779,3.08363,2.73581,31.31391,2.76177,3.9973,47.05393674,7.6935,31.37621,53.42885,1.24072,3.25494,18.95342837,5.45086,30.64943228,4.42817,2.0246,0.60219,5.59102,0.81503
2023-02-27,4.288003099,4.08036,3.72216,5.30031,3.38991,2.63198,21.15973,2.86559,3.69101,41.20852697,4.73965,32.60655,44.57249,0.97596,2.35684,18.07090319,4.73965,25.9564915,4.38145,2.08171,0.63852,4.64621,0.60219
2023-02-28,5.315882227,4.85905,3.73773,6.50988,3.77926,2.62679,21.44525,3.24456,4.06478,41.01125593,7.32492,34.22623,45.29927,0.99153,2.59045,18.91189431,5.3055,26.68327398,4.80195,2.11285,0.84099,5.18091,0.85656
2023-03-01,4.71889143,3.36396,3.33281,4.30877,3.27051,2.6216,24.15511,2.87078,3.61314,46.80994641,7.32492,28.14203,55.94144,1.17842,2.97461,19.03130231,5.51835,30.91418082,4.42817,2.04018,0.58142,5.08747,1.24072
2023-03-02,4.256865455,3.48336,3.5768,5.38856,3.22379,3.18226,14.87307,2.96942,3.70658,30.71691444,5.59622,29.08685,30.67019,0.81503,1.97269,14.54602116,4.07517,19.35315435,3.65467,1.56777,0.70601,4.31396,1.05383
2023-03-03,4.552764446,4.3555,4.42817,6.23994,3.73773,2.89155,18.00861,3.7533,3.55604,38.77382032,6.31262,33.75901,41.03203,0.92405,2.10766,18.36681748,4.66697,24.14472761,3.91943,1.87405,0.61257,5.01998,1.34973
2023-03-04,4.552763711,4.12708,4.59949,5.7831,3.95057,3.28609,25.82671,3.52489,4.24648,54.31136974,8.39433,38.6025,63.88413,1.45356,3.3951,25.12069529,5.82463,32.10818672,4.53719,2.33089,0.71639,6.35934,1.65083
2023-03-05,4.23089893,3.22898,3.14073,4.57353,3.44183,2.6216,18.7302,2.52816,3.17188,39.55250189,6.50988,26.486,48.40367,1.14727,2.51778,17.69712923,4.93692,27.82016706,3.83637,2.08171,0.50874,4.73965,1.46394
2023-03-06,4.288003934,3.20303,3.61833,5.32108,3.06286,2.9227,13.42989,2.93827,3.37953,28.9207336,3.62871,27.7423,34.3664,0.79946,1.59892,14.39546982,4.07517,20.32393238,3.8727,1.75985,0.62814,3.6339,0.95
2023-03-07,4.480085921,4.18418,3.77407,5.82463,3.15111,3.2186,15.99439,3.46778,3.95577,29.14395535,5.5443,28.36525,32.44562,0.80984,1.81695,14.11513565,4.13746,20.11109333,4.44375,2.00384,0.82022,4.52162,0.86694
2023-03-08,4.422981409,3.68063,3.57161,6.23475,3.40549,2.84483,20.5835,3.13035,3.82598,30.55598244,5.45605,29.25816,33.9459,0.69563,1.83771,15.26761186,4.72927,20.02803216,3.7585,1.80657,0.56066,4.532,0.82022
2023-03-09,4.526809062,3.9921,3.72735,6.07901,3.49374,2.61122,22.46275,3.36396,3.78964,31.19970656,5.27436,28.83247,36.50521,0.85137,1.86367,16.16051185,4.54757,21.08186355,4.06478,2.01941,0.75273,4.2932,0.72159
2023-03-10,4.770798643,4.2309,4.21014,6.24513,3.94019,2.57488,21.83979,3.65986,4.27243,38.84128988,6.16726,33.51502,42.37138,1.1317,2.23745,18.66270934,4.79156,24.51850304,4.20495,1.7858,0.61257,4.59949,0.92405
2023-03-11,4.506039223,3.70139,4.4749,5.35222,3.62871,2.741,22.35892,3.43664,4.08036,50.83319828,8.91346,35.72133,57.78954,1.45356,2.85002,23.78652585,5.99075,34.6000063,4.56834,2.11805,0.67486,6.12054,1.13689
2023-03-12,3.940185584,2.83964,3.05767,4.01806,2.86559,2.18034,22.22395,2.22706,3.6391,35.87707561,6.40087,24.32642,37.61096,1.05383,2.22187,15.16896866,4.41779,25.6709771,3.65986,1.67678,0.50355,4.46451,0.90328
2023-03-13,4.386646906,3.44183,3.34319,5.76753,3.17188,2.60603,14.66022,2.91751,3.46778,29.76170658,3.70658,27.03109,33.86803,0.82541,1.80657,15.23645887,4.08036,19.95534914,4.18937,1.84291,0.65929,4.02325,0.72159
2023-03-14,4.90577725,4.07517,4.33992,5.71042,3.36915,2.9798,17.43757,2.95384,4.20495,32.03031162,5.41452,28.32892,35.3787,0.99672,2.00903,16.32662897,4.4749,21.4556375,4.42298,2.00384,0.64372,4.59429,0.80465
2023-03-15,4.262048626,3.78445,4.2361,6.43201,3.2809,3.07844,21.44006,3.05248,3.56123,29.66307519,5.63255,28.52619,33.18797,0.66967,2.07651,15.68809445,4.12189,19.54004873,4.15823,1.70274,0.64891,4.37626,0.82541
2023-03-16,4.506039028,4.10112,3.94538,6.40087,3.26013,2.87078,23.59445,2.99018,3.73773,30.68576245,5.92327,30.94533,34.09645,0.74754,2.31531,16.55504379,4.33992,20.26682513,4.04402,1.79618,0.73197,4.66178,0.72159
2023-03-17,4.750028671,4.77599,4.06478,6.36453,3.6391,2.73581,27.29066,3.0421,3.74292,41.78475831,6.86289,36.391,49.97144,0.94481,2.42952,22.07859323,5.59102,24.90265627,4.64621,1.99345,0.86694,5.13419,0.84618
2023-03-18,5.113422382,4.01287,4.19456,5.73638,3.7585,2.85521,26.66251,3.43664,3.48336,57.51959696,9.27166,37.7044,73.4465,1.51585,2.69947,28.28219782,6.0219,34.0445438,4.45413,2.28417,0.74754,6.03748,1.1317
2023-03-19,4.516429597,3.11477,2.77215,4.21014,2.9798,2.61641,22.1928,2.22187,3.20822,41.90416133,8.49815,27.65405,59.74666,1.19399,2.71504,18.29413355,5.32627,27.75267345,3.73254,1.79618,0.51393,4.88501,1.1317
2023-03-20,4.386648115,3.60276,3.56642,5.41452,3.24456,2.57488,16.43565,2.8604,3.45221,28.67673098,4.32435,27.65405,38.57654,0.86175,2.55411,15.70886831,4.01287,18.62638081,3.82079,1.87925,0.62295,4.0544,0.88252
2023-03-21,5.045939271,3.54565,3.7585,5.75195,3.73773,2.73062,17.13647,3.43144,4.03883,28.97263914,5.75715,28.83766,37.24238,0.97077,2.28936,16.90805869,4.90058,23.68789376,4.7085,1.93635,0.85656,4.42817,0.70601
2023-03-22,4.60986867,3.64948,4.29839,5.46124,3.26532,2.52297,17.69713,3.02133,4.532,28.28220469,5.74676,27.51907,34.83881,0.72159,2.3828,15.47007641,4.24648,20.41218859,4.22052,1.86367,0.68006,4.5891,0.67486
2023-03-23,4.713695668,3.84156,3.73254,6.02709,3.45221,2.74619,24.64828,3.20303,3.84675,31.05953601,5.55469,28.02782,39.41753,0.82541,2.46586,17.10013976,4.69293,22.74308254,4.29839,1.92597,0.69044,4.75523,0.66967
2023-03-24,4.391831651,4.33473,4.53719,6.63967,3.64948,2.78772,29.54368,3.20303,3.91423,38.82053829,7.17956,33.41639,48.51269,0.92924,2.83444,20.61983981,5.33146,28.00186233,4.78118,1.98307,0.63852,4.59429,0.71639
2023-03-25,4.329543564,3.80522,4.31396,4.56315,3.76369,2.56969,29.61117,2.86559,4.48528,51.95452277,9.0692,35.39947,70.36806,1.36012,3.86232,26.66770236,5.68447,38.70631573,4.62544,2.28417,0.48279,5.86097,1.34973
2023-03-26,3.88308131,2.98499,3.07324,4.03883,2.89155,2.35684,23.46467,2.50739,4.00768,39.25659776,7.77137,25.62425,58.26714,1.2511,3.30166,17.73347689,6.12054,38.0314523,4.30877,1.99345,0.47759,5.23282,1.12132
2023-03-27,4.199750236,3.32243,3.67024,4.69812,3.12516,2.58526,14.03208,2.50739,4.55796,26.57425738,2.37761,25.62944,38.53501,0.75792,1.82733,13.85556898,4.49047,29.3775622,4.13227,1.81176,0.58661,3.38472,0.76312
2023-03-28,4.672166374,3.38472,3.67024,5.43009,3.12516,2.51258,14.02169,2.84483,5.44048,27.25431539,2.73581,25.62425,37.78746,1.00192,2.144,15.63099171,4.63583,30.64942804,4.59949,1.88444,0.68525,4.07517,0.61257
2023-03-29,4.703316516,3.7533,3.50931,5.0667,3.23937,2.4451,14.44219,3.05248,3.65467,26.57425671,2.83964,25.82152,39.76535,0.85656,2.23745,14.69137846,5.17572,34.53770838,4.6514,1.82214,0.64372,4.22571,0.57104
2023-03-30,5.175721231,3.82598,3.16669,5.4249,3.59757,2.48663,16.77827,2.90193,3.79483,28.27181626,2.86559,25.21933,42.57903,1.12132,2.23225,14.99765473,4.77599,39.76015071,5.59622,1.73389,0.64372,4.15823,0.76831
2023-03-31,5.321078575,4.1115,3.46778,5.53911,3.86751,2.37761,17.73347,3.11477,3.73773,31.59423958,3.04729,29.65789,51.16544,1.2511,2.65275,16.74193015,6.14649,49.42116495,6.29704,2.21668,0.51912,4.31916,0.82541
2023-04-01,5.248400191,3.5197,3.32762,5.31589,4.22052,2.36723,20.39661,2.73062,3.935,42.37138794,3.02133,31.15298,80.68836,1.9052,3.338,21.84498538,8.37356,65.20790816,6.81617,2.42952,0.57623,4.90058,1.17842
2023-04-02,4.729270906,3.08882,2.65794,4.52162,3.22379,2.32051,15.68291,2.23225,3.85194,32.41966225,3.02133,23.52696,66.36038,1.34454,2.90712,15.33509577,7.71427,49.03701895,6.13611,1.99345,0.55027,4.41779,1.02787
